"","1","2","Glycan1","Glycan2","mass","probability","Glycan"
"340",1063.363,4471.1238,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H10N9F3S2",32697.7268,0.000248991518536851,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H10N9F3S2"
"341",1143.333,4471.1238,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H10N9F3S2",32777.6968,0.00022186715382508,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H10N9F3S2"
"342",1167.423,4471.1238,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H10N9F3S2",32801.7868,0.000317635366173115,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H10N9F3S2"
"343",1209.433,4471.1238,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H10N9F3S2",32843.7968,0.000127221708377476,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H10N9F3S2"
"344",1312.453,4471.1238,"Hex(2)HexNAc(2)NeuAc(2)","H10N9F3S2",32946.8168,0.00151974301272071,"Hex(2)HexNAc(2)NeuAc(2) _ H10N9F3S2"
"345",656,4512.1764,"Hex(1)HexNAc(1)NeuAc(1)","H9N10F3S2",32331.4164,0.000924328526071565,"Hex(1)HexNAc(1)NeuAc(1) _ H9N10F3S2"
"346",947.323,4512.1764,"Hex(1)HexNAc(1)NeuAc(2)","H9N10F3S2",32622.7394,0.00648522434344991,"Hex(1)HexNAc(1)NeuAc(2) _ H9N10F3S2"
"347",1021.74,4512.1764,"Hex(2)HexNAc(2)NeuAc(1)","H9N10F3S2",32697.1564,0.000988915098530393,"Hex(2)HexNAc(2)NeuAc(1) _ H9N10F3S2"
"348",1063.363,4512.1764,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H9N10F3S2",32738.7794,0.000463569134783252,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H9N10F3S2"
"349",1143.333,4512.1764,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H9N10F3S2",32818.7494,0.000413069349268992,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H9N10F3S2"
"350",1167.423,4512.1764,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H9N10F3S2",32842.8394,0.00059136934759342,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H9N10F3S2"
"351",1209.433,4512.1764,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H9N10F3S2",32884.8494,0.000236859703594543,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H9N10F3S2"
"352",1312.453,4512.1764,"Hex(2)HexNAc(2)NeuAc(2)","H9N10F3S2",32987.8694,0.00282943755530197,"Hex(2)HexNAc(2)NeuAc(2) _ H9N10F3S2"
"353",656,4528.1758,"Hex(1)HexNAc(1)NeuAc(1)","H10N10F2S2",32347.4158,0.00108686792098546,"Hex(1)HexNAc(1)NeuAc(1) _ H10N10F2S2"
"354",947.323,4528.1758,"Hex(1)HexNAc(1)NeuAc(2)","H10N10F2S2",32638.7388,0.0076256245484995,"Hex(1)HexNAc(1)NeuAc(2) _ H10N10F2S2"
"355",1021.74,4528.1758,"Hex(2)HexNAc(2)NeuAc(1)","H10N10F2S2",32713.1558,0.00116281177833912,"Hex(2)HexNAc(2)NeuAc(1) _ H10N10F2S2"
"356",1063.363,4528.1758,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H10N10F2S2",32754.7788,0.000545085873197309,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H10N10F2S2"
"357",1143.333,4528.1758,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H10N10F2S2",32834.7488,0.000485705906720059,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H10N10F2S2"
"358",1167.423,4528.1758,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H10N10F2S2",32858.8388,0.000695359231295242,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H10N10F2S2"
"359",1209.433,4528.1758,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H10N10F2S2",32900.8488,0.000278510514768103,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H10N10F2S2"
"360",1312.453,4528.1758,"Hex(2)HexNAc(2)NeuAc(2)","H10N10F2S2",33003.8688,0.00332698258957674,"Hex(2)HexNAc(2)NeuAc(2) _ H10N10F2S2"
"361",656,4819.4337,"Hex(1)HexNAc(1)NeuAc(1)","H10N10F2S3",32638.6737,0.000465780282127728,"Hex(1)HexNAc(1)NeuAc(1) _ H10N10F2S3"
"362",947.323,4819.4337,"Hex(1)HexNAc(1)NeuAc(2)","H10N10F2S3",32929.9967,0.00326798269138329,"Hex(1)HexNAc(1)NeuAc(2) _ H10N10F2S3"
"363",1021.74,4819.4337,"Hex(2)HexNAc(2)NeuAc(1)","H10N10F2S3",33004.4137,0.000498326234235676,"Hex(2)HexNAc(2)NeuAc(1) _ H10N10F2S3"
"364",1063.363,4819.4337,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H10N10F2S3",33046.0367,0.000233598072865634,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H10N10F2S3"
"365",1143.333,4819.4337,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H10N10F2S3",33126.0067,0.000208150622439982,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H10N10F2S3"
"366",1167.423,4819.4337,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H10N10F2S3",33150.0967,0.000297998140049209,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H10N10F2S3"
"367",1209.433,4819.4337,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H10N10F2S3",33192.1067,0.00011935645871911,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H10N10F2S3"
"368",1312.453,4819.4337,"Hex(2)HexNAc(2)NeuAc(2)","H10N10F2S3",33295.1267,0.00142578767786433,"Hex(2)HexNAc(2)NeuAc(2) _ H10N10F2S3"
"369",656,1445.3502,"Hex(1)HexNAc(1)NeuAc(1)","H3N4F1",29264.5902,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H3N4F1"
"370",947.323,1445.3502,"Hex(1)HexNAc(1)NeuAc(2)","H3N4F1",29555.9132,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H3N4F1"
"371",1021.74,1445.3502,"Hex(2)HexNAc(2)NeuAc(1)","H3N4F1",29630.3302,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H3N4F1"
"372",1063.363,1445.3502,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H3N4F1",29671.9532,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H3N4F1"
"373",1143.333,1445.3502,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H3N4F1",29751.9232,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H3N4F1"
"374",1167.423,1445.3502,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H3N4F1",29776.0132,0.000147766183512151,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H3N4F1"
"375",1209.433,1445.3502,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H3N4F1",29818.0232,5.91844243710249e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H3N4F1"
"376",1312.453,1445.3502,"Hex(2)HexNAc(2)NeuAc(2)","H3N4F1",29921.0432,0.000706995028968552,"Hex(2)HexNAc(2)NeuAc(2) _ H3N4F1"
"377",656,1736.6081,"Hex(1)HexNAc(1)NeuAc(1)","H3N4F1S1",29555.8481,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H3N4F1S1"
"378",947.323,1736.6081,"Hex(1)HexNAc(1)NeuAc(2)","H3N4F1S1",29847.1711,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H3N4F1S1"
"379",1021.74,1736.6081,"Hex(2)HexNAc(2)NeuAc(1)","H3N4F1S1",29921.5881,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H3N4F1S1"
"380",1063.363,1736.6081,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H3N4F1S1",29963.2111,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H3N4F1S1"
"381",1143.333,1736.6081,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H3N4F1S1",30043.1811,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H3N4F1S1"
"382",1167.423,1736.6081,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H3N4F1S1",30067.2711,0.000147766183512151,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H3N4F1S1"
"383",1209.433,1736.6081,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H3N4F1S1",30109.2811,5.91844243710249e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H3N4F1S1"
"384",1312.453,1736.6081,"Hex(2)HexNAc(2)NeuAc(2)","H3N4F1S1",30212.3011,0.000706995028968552,"Hex(2)HexNAc(2)NeuAc(2) _ H3N4F1S1"
"385",656,1502.4022,"Hex(1)HexNAc(1)NeuAc(1)","H3N5",29321.6422,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H3N5"
"386",947.323,1502.4022,"Hex(1)HexNAc(1)NeuAc(2)","H3N5",29612.9652,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H3N5"
"387",1021.74,1502.4022,"Hex(2)HexNAc(2)NeuAc(1)","H3N5",29687.3822,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H3N5"
"388",1063.363,1502.4022,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H3N5",29729.0052,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H3N5"
"389",1143.333,1502.4022,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H3N5",29808.9752,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H3N5"
"390",1167.423,1502.4022,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H3N5",29833.0652,0.000147766183512151,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H3N5"
"391",1209.433,1502.4022,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H3N5",29875.0752,5.91844243710249e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H3N5"
"392",1312.453,1502.4022,"Hex(2)HexNAc(2)NeuAc(2)","H3N5",29978.0952,0.000706995028968552,"Hex(2)HexNAc(2)NeuAc(2) _ H3N5"
"393",656,1648.5452,"Hex(1)HexNAc(1)NeuAc(1)","H3N5F1",29467.7852,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H3N5F1"
"394",947.323,1648.5452,"Hex(1)HexNAc(1)NeuAc(2)","H3N5F1",29759.1082,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H3N5F1"
"395",1021.74,1648.5452,"Hex(2)HexNAc(2)NeuAc(1)","H3N5F1",29833.5252,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H3N5F1"
"396",1063.363,1648.5452,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H3N5F1",29875.1482,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H3N5F1"
"397",1143.333,1648.5452,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H3N5F1",29955.1182,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H3N5F1"
"398",1167.423,1648.5452,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H3N5F1",29979.2082,0.000147766183512151,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H3N5F1"
"399",1209.433,1648.5452,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H3N5F1",30021.2182,5.91844243710249e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H3N5F1"
"400",1312.453,1648.5452,"Hex(2)HexNAc(2)NeuAc(2)","H3N5F1",30124.2382,0.000706995028968552,"Hex(2)HexNAc(2)NeuAc(2) _ H3N5F1"
"401",656,1794.6882,"Hex(1)HexNAc(1)NeuAc(1)","H3N5F2",29613.9282,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H3N5F2"
"402",947.323,1794.6882,"Hex(1)HexNAc(1)NeuAc(2)","H3N5F2",29905.2512,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H3N5F2"
"403",1021.74,1794.6882,"Hex(2)HexNAc(2)NeuAc(1)","H3N5F2",29979.6682,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H3N5F2"
"404",1063.363,1794.6882,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H3N5F2",30021.2912,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H3N5F2"
"405",1143.333,1794.6882,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H3N5F2",30101.2612,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H3N5F2"
"406",1167.423,1794.6882,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H3N5F2",30125.3512,0.000147766183512151,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H3N5F2"
"407",1209.433,1794.6882,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H3N5F2",30167.3612,5.91844243710249e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H3N5F2"
"408",1312.453,1794.6882,"Hex(2)HexNAc(2)NeuAc(2)","H3N5F2",30270.3812,0.000706995028968552,"Hex(2)HexNAc(2)NeuAc(2) _ H3N5F2"
"409",656,1607.4926,"Hex(1)HexNAc(1)NeuAc(1)","H4N4F1",29426.7326,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H4N4F1"
"410",947.323,1607.4926,"Hex(1)HexNAc(1)NeuAc(2)","H4N4F1",29718.0556,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H4N4F1"
"411",1021.74,1607.4926,"Hex(2)HexNAc(2)NeuAc(1)","H4N4F1",29792.4726,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H4N4F1"
"412",1063.363,1607.4926,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H4N4F1",29834.0956,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H4N4F1"
"413",1143.333,1607.4926,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H4N4F1",29914.0656,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H4N4F1"
"414",1167.423,1607.4926,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H4N4F1",29938.1556,0.000147766183512151,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H4N4F1"
"415",1209.433,1607.4926,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H4N4F1",29980.1656,5.91844243710249e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H4N4F1"
"416",1312.453,1607.4926,"Hex(2)HexNAc(2)NeuAc(2)","H4N4F1",30083.1856,0.000706995028968552,"Hex(2)HexNAc(2)NeuAc(2) _ H4N4F1"
"417",656,1898.7505,"Hex(1)HexNAc(1)NeuAc(1)","H4N4F1S1",29717.9905,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H4N4F1S1"
"418",947.323,1898.7505,"Hex(1)HexNAc(1)NeuAc(2)","H4N4F1S1",30009.3135,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H4N4F1S1"
"419",1021.74,1898.7505,"Hex(2)HexNAc(2)NeuAc(1)","H4N4F1S1",30083.7305,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H4N4F1S1"
"420",1063.363,1898.7505,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H4N4F1S1",30125.3535,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H4N4F1S1"
"421",1143.333,1898.7505,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H4N4F1S1",30205.3235,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H4N4F1S1"
"422",1167.423,1898.7505,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H4N4F1S1",30229.4135,0.000147766183512151,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H4N4F1S1"
"423",1209.433,1898.7505,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H4N4F1S1",30271.4235,5.91844243710249e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H4N4F1S1"
"424",1312.453,1898.7505,"Hex(2)HexNAc(2)NeuAc(2)","H4N4F1S1",30374.4435,0.000706995028968552,"Hex(2)HexNAc(2)NeuAc(2) _ H4N4F1S1"
"425",656,1753.6356,"Hex(1)HexNAc(1)NeuAc(1)","H4N4F2",29572.8756,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H4N4F2"
"426",947.323,1753.6356,"Hex(1)HexNAc(1)NeuAc(2)","H4N4F2",29864.1986,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H4N4F2"
"427",1021.74,1753.6356,"Hex(2)HexNAc(2)NeuAc(1)","H4N4F2",29938.6156,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H4N4F2"
"428",1063.363,1753.6356,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H4N4F2",29980.2386,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H4N4F2"
"429",1143.333,1753.6356,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H4N4F2",30060.2086,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H4N4F2"
"430",1167.423,1753.6356,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H4N4F2",30084.2986,0.000147766183512151,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H4N4F2"
"431",1209.433,1753.6356,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H4N4F2",30126.3086,5.91844243710249e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H4N4F2"
"432",1312.453,1753.6356,"Hex(2)HexNAc(2)NeuAc(2)","H4N4F2",30229.3286,0.000706995028968552,"Hex(2)HexNAc(2)NeuAc(2) _ H4N4F2"
"433",656,1752.6075,"Hex(1)HexNAc(1)NeuAc(1)","H4N4S1",29571.8475,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H4N4S1"
"434",947.323,1752.6075,"Hex(1)HexNAc(1)NeuAc(2)","H4N4S1",29863.1705,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H4N4S1"
"435",1021.74,1752.6075,"Hex(2)HexNAc(2)NeuAc(1)","H4N4S1",29937.5875,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H4N4S1"
"436",1063.363,1752.6075,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H4N4S1",29979.2105,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H4N4S1"
"437",1143.333,1752.6075,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H4N4S1",30059.1805,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H4N4S1"
"438",1167.423,1752.6075,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H4N4S1",30083.2705,0.000147766183512151,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H4N4S1"
"439",1209.433,1752.6075,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H4N4S1",30125.2805,5.91844243710249e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H4N4S1"
"440",1312.453,1752.6075,"Hex(2)HexNAc(2)NeuAc(2)","H4N4S1",30228.3005,0.000706995028968552,"Hex(2)HexNAc(2)NeuAc(2) _ H4N4S1"
"441",656,1810.6876,"Hex(1)HexNAc(1)NeuAc(1)","H4N5F1",29629.9276,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H4N5F1"
"442",947.323,1810.6876,"Hex(1)HexNAc(1)NeuAc(2)","H4N5F1",29921.2506,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H4N5F1"
"443",1021.74,1810.6876,"Hex(2)HexNAc(2)NeuAc(1)","H4N5F1",29995.6676,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H4N5F1"
"444",1063.363,1810.6876,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H4N5F1",30037.2906,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H4N5F1"
"445",1143.333,1810.6876,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H4N5F1",30117.2606,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H4N5F1"
"446",1167.423,1810.6876,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1)","H4N5F1",30141.3506,0.000147766183512151,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) _ H4N5F1"
"447",1209.433,1810.6876,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl","H4N5F1",30183.3606,5.91844243710249e-05,"Hex(2)HexNAc(2)Fuc(1)NeuAc(1) + Acetyl _ H4N5F1"
"448",1312.453,1810.6876,"Hex(2)HexNAc(2)NeuAc(2)","H4N5F1",30286.3806,0.000706995028968552,"Hex(2)HexNAc(2)NeuAc(2) _ H4N5F1"
"449",656,1769.635,"Hex(1)HexNAc(1)NeuAc(1)","H5N4F1",29588.875,0.000230963101426948,"Hex(1)HexNAc(1)NeuAc(1) _ H5N4F1"
"450",947.323,1769.635,"Hex(1)HexNAc(1)NeuAc(2)","H5N4F1",29880.198,0.00162047095330775,"Hex(1)HexNAc(1)NeuAc(2) _ H5N4F1"
"451",1021.74,1769.635,"Hex(2)HexNAc(2)NeuAc(1)","H5N4F1",29954.615,0.000247101427427797,"Hex(2)HexNAc(2)NeuAc(1) _ H5N4F1"
"452",1063.363,1769.635,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl","H5N4F1",29996.238,0.000115832587738461,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl _ H5N4F1"
"453",1143.333,1769.635,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation","H5N4F1",30076.208,0.000103214144452566,"Hex(2)HexNAc(2)NeuAc(1) + Acetyl + sulfation _ H5N4F1"
